Job Name,Salary Description,Skills,City Name,Job Degree,Job Experience,Brand name,BrandIndustry,WelfareList
物联网工程师,6-10K,['MySQL'],泉州,大专,3-5年,福建华德,机械设备/机电/重工,"['包住', '宿舍有空调', '零食下午茶', '带薪年假', '年终奖', '工龄奖', '社保', '高温补贴', '节日福利', '节假日加班费', '团建聚餐', '餐补', '夜班补助', '定期体检', '意外险', '加班补助']"
测试工程师（物联网方向）,8-10K,"['测试工作经验', '性能测试', '压力测试', '硬件测试', '功能测试']",福州,本科,5-10年,天成宝得,智能硬件,"['五险一金', '免费班车', '团建聚餐', '年终奖', '带薪年假', '员工旅游', '节日福利', '节假日']"
IOT实施工程师,13-15K,"['IOT', '物联网', '智慧']",深圳,本科,3-5年,软通动力,计算机软件,"['五险一金', '带薪年假', '团建活动', '交通补助', '补充医疗保险', '生日福利', '零食下午茶', '定期体检', '加班补助', '免费班车', '节日福利', '通讯补贴']"
IOT物联网研发经理,15-20K,"['物联网', '售前技术支持', 'IOT系统']",北京,本科,5-10年,中工互联科技有限公司,互联网,[]
IoT设备开发工程师,15-30K・13薪,"['C++', 'Linux开发/部署经验', 'RTOS', '协议开发', 'rust开发']",南京,本科,经验不限,某500强上市公司,智能硬件,[]
IOT基础架构师（物联网云原生）,40-60K・15薪,['IOT  云平台'],青岛,本科,5-10年,某500强上市公司,快递,"['年终奖', '绩效奖金', '包吃', '生日福利', '带薪年假', '通讯补贴', '全勤奖', '节日福利', '五险一金', '免费工装', '团建聚餐', '有无线网', '餐补', '底薪加提成', '高温补贴']"
IOT平台工程师,10-14K,"['数据采集', 'IOT']",珠海,本科,1-3年,格力电器,其他行业,"['住房补贴', '通讯补贴', '节日福利', '交通补助', '定期体检', '年终奖', '免费班车', '零食下午茶', '公司产品福利', '五险一金', '效益奖', '高温津贴', '带薪年假', '加班补助', '工龄工资', '餐补']"
物联网软件开发工程师,5-10K,['Java'],兰州,本科,3-5年,顺豪自动化,计算机软件,[]
物联网JAVA开发工程师,11-15K,"['有前端经验/技能', 'Java', 'C', 'C++', '不接受居家办公', '其他', 'MySQL', '物联网经验', 'ModBus', 'Framework']",广州,本科,1-3年,鸿数,计算机软件,"['节日福利', '五险一金', '带薪年假', '年终奖', '员工旅游', '定期体检', '绩效奖金', '生日福利', '团队活动', '补充医疗保险', '意外险', '零食下午茶']"
物联网工程师,12-15K・13薪,"['.NET', 'C#', 'Python']",长沙,本科,3-5年,元想科技,互联网,"['免费工装', '生日福利', '带薪年假', '绩效奖金', '团建聚餐', '意外险', '五险一金', '员工旅游', '节日福利', '定期体检']"
IOT数据采集工程师,11-20K,"['C', '通信相关专业', '嵌入式/单片机开发经验', '电气电气/自动化相关专业']",烟台,本科,5-10年,沭聚物联,计算机软件,"['五险一金', '有无线网', '团建聚餐']"
物联网开发工程师,12-20K,['Java'],深圳,本科,1-3年,中科网威,通信/网络设备,"['带薪年假', '全勤奖', '定期体检', '五险一金', '团建聚餐', '补充医疗保险', '员工旅游', '年终奖', '节日福利', '工龄奖', '零食下午茶', '意外险', '生日福利']"
物联网工程师,13-16K,"['Linux', '后端开发', '软件工程师', '网络协议', '数据结构']",南京,大专,1-3年,南京拓慧,智能硬件,"['年终奖', '带薪年假', '通讯补贴', '交通补助', '餐补', '五险一金', '定期体检']"
IOT测试开发,8-13K・15薪,"['Python', 'Linux', 'Java', '自动化测试']",苏州,本科,经验不限,追觅科技,家具/家电/家居,"['餐补', '定期体检', '五险一金', '零食下午茶', '补充医疗保险']"
Java开发工程师（物联网）,12-20K,"['Java', 'SpringCloud', 'MyBatis', 'MySQL', '物联网']",广州,本科,经验不限,开源国际建筑设计院,建筑设计,"['五险一金', '年终奖', '员工旅游', '包吃']"
中级软件开发工程师(物联网云平台方向),6-10K,"['Java', '网络协议', 'Socket技术', '多线程', '网络编程', 'Netty', '消息队列']",贵阳,大专,3-5年,贵州高诚科技有限公司,计算机服务,"['五险一金', '交通补助']"
物联网工程师 JAVA,11-15K,"['Java开发经验', 'Java', '物联网', '后端工程师']",广州,本科,3-5年,即合智能科技,计算机软件,"['底薪加提成', '绩效奖金', '五险一金']"
产品经理（工业物联网/IOT）,15-30K,"['物联网产品', '大数据', '工业物联网']",深圳,本科,5-10年,比亚迪汽车工业,汽车研发/制造,"['周末双休', '餐补', '带薪年假', '住房补贴', '通讯补贴', '五险一金']"
IT工程师（IOT）,18-20K,"['C#', 'C#开发经验']",武汉,本科,5-10年,长飞石英,电子/半导体/集成电路,['五险一金']
物联网工程师,10-11K,"['PHP', 'C语言', 'PHP开发经验']",泉州,大专,1-3年,鸣云网络,计算机软件,"['保底工资', '节日福利', '底薪加提成', '有无线网', '带薪年假', '零食下午茶', '绩效奖金', '全勤奖', '生日福利', '团建聚餐', '年终奖', '五险一金']"
IOT物联网平台开发系统工程师,12-18K,"['Java', 'Python', 'Spring', 'Nginx', 'MyBatis', 'MySQL', 'Redis', '不接受居家办公', '架构设计经验', '物联网经验', '微服务经验']",苏州,本科,5-10年,数应科技,计算机软件,"['餐补', '零食下午茶', '员工旅游', '年终奖', '节日福利', '五险一金', '团建聚餐']"
IOT架构师,30-40K・15薪,"['Golang', 'C++', 'MySQL', 'Golang服务端开发经验', '系统架构设计经验', '物联网', '智慧城市']",武汉,本科,5-10年,某大型通信公司,通信/网络设备,"['定期体检', '加班补助', '餐补', '带薪年假', '团建聚餐', '生日福利', '五险一金']"
IOT智能家居项目经理,9-12K,"['系统调试', '技术沟通', '硬件集成调试']",东莞,大专,1-3年,全诚科技,移动互联网,"['带薪年假', '加班补助', '零食下午茶', '年终奖', '交通补助', '员工旅游', '五险一金', '全勤奖', '节日福利']"
物联网后端开发,10-15K,"['C#', 'C#开发经验']",福州,大专,3-5年,杉颂信息,计算机软件,[]
物联网软件工程师,9-14K,"['爬虫工程师', 'C#', 'Java', 'MySQL/Redis', '熟悉Linux环境', '计算机相关专业']",惠州,大专,1-3年,华翊智能,企业服务,['五险一金']
物联网工程师,7-10K,"['C++', 'Python', 'C', 'Spring', 'MyBatis', 'Oracle', 'MongoDB', 'MySQL', '不接受居家办公', '物联网经验']",济南,本科,1-3年,恒智自控,仪器仪表/工业自动化,"['高温补贴', '工龄奖', '绩效奖金', '包吃', '团建聚餐', '节日福利', '加班补助', '全勤奖', '五险一金']"
JAVA开发工程师-IoT平台（南京）,15-25K・14薪,"['不限', 'Java', 'Spring', 'SQL Server', '物联网经验', 'IOT']",南京,本科,5-10年,A.O史密斯,家具/家电/家居,"['免费班车', '节日福利', '定期体检', '年终奖', '带薪年假', '员工旅游', '五险一金', '补充医疗保险']"
物联网开发工程师,8-10K,"['C#', 'Java', '计算机相关专业', 'C#开发经验', '.NET开发经验']",聊城,本科,3-5年,山东尚古智造智能装备,机械设备/机电/重工,[]
物联网研发工程师,7-12K・13薪,"['C++', 'C语言', 'Python', 'C++服务端开发经验', 'Qt项目开发经验', '音视频相关开发经验']",石家庄,本科,3-5年,北京雪龙科技有限公司,互联网,"['带薪年假', '全勤奖', '绩效奖金', '年终奖', '五险一金']"
I. 物联网JAVA工程师,9-10K,"['Java', 'Redis']",温州,本科,1-3年,国科温州研究院,政府/公共事业,[]
测试开发工程师（物联网）,13-25K,"['国内院校优先', '留学生优先', '不限', '功能测试', '压力测试', '性能测试', 'Java', 'Python', 'C++', '计算机相关专业', '测试工作经验', '软件开发经验']",深圳,本科,3-5年,沙与浪科技,智能硬件,"['股票期权', '节日福利', '五险一金', '年终奖']"
IOT智能制造 - Java开发岗位,15-18K・15薪,"['Java', 'Kafka', 'MySQL', '分布式经验', 'MES开发经验']",嘉兴,本科,3-5年,敏实集团,汽车研发/制造,"['定期体检', '带薪年假', '员工旅游', '五险一金', '包吃', '节日福利', '年终奖', '通讯补贴', '免费班车', '股票期权', '补充医疗保险']"
物联网工程师,5-10K,"['Java', 'Spring', 'MySQL']",太原,本科,5-10年,太原则成信息技术,计算机软件,"['零食下午茶', '节日福利', '团建聚餐', '意外险', '全勤奖', '带薪年假', '年终奖', '五险一金']"
软件测试工程师（IOT）,13-18K,"['功能测试', '性能测试', '自动化测试', 'Python', 'MySQL', 'IOT', 'eterSphere']",深圳,大专,1-3年,凯迪仕,智能硬件,"['五险一金', '补充医疗保险', '生日会', '零食下午茶', '员工旅游', '年终奖', '节日福利', '全勤奖', '带薪年假', '加班补助', '定期体检']"
物联网开发工程师,11-20K,"['Golang', 'MySQL/Redis/MongoDB', '计算机相关专业', '后端开发经验', '大数据处理开发经验']",青岛,本科,3-5年,青岛亿联科技,互联网,"['餐补', '交通补助', '年终奖', '证书补贴', '取暖费', '工龄奖', '高温补贴', '团建聚餐', '绩效奖金', '定期体检', '子女教育奖励', '带薪年假', '底薪加提成', '节日福利', '五险一金', '结婚礼金', '设备补贴', '生日福利', '通讯补贴', '保底工资']"
iot高级产品经理,10-15K・13薪,"['AI产品', 'ERP产品/软件产品', '物联网产品']",杭州,本科,1-3年,小电科技,O2O,"['节日福利', '通讯补贴', '定期体检', '补充医疗保险', '股票期权', '交通补助', '带薪年假', '餐补', '住房补贴', '五险一金', '全勤奖', '员工旅游']"
Java开发工程师（物联网）,10-15K・13薪,"['后端工程师', '物联网', 'Java开发']",宁波,本科,1-3年,浙江大仓信息科技,计算机软件,"['带薪年假', '员工旅游', '餐补', '补充医疗保险', '定期体检', '股票期权', '节日福利', '年终奖', '五险一金']"
iot测试,12-22K,"['自动化测试', 'Python', 'Java', 'Postman']",深圳,本科,3-5年,万图科技,互联网,"['节日福利', '带薪年假', '员工旅游', '五险一金', '零食下午茶', '全勤奖', '加班补助']"
软件测试（物联网）,14-21K,"['性能测试', '自动化测试', 'Selenium', 'MySQL', 'JMeter', '测试工作经验', '自动化测试经验', '物联网', '全链路测试', '并发量']",深圳,本科,3-5年,研祥,通信/网络设备,"['五险一金', '带薪年假', '节日福利', '员工旅游', '包吃']"
物联网平台开发工程师（智慧应急）,10-15K,"['Python', '服务器配置', '容器技术', 'Socket技术', '网络协议', '数据结构', 'Linux', 'MySQL']",深圳,本科,1-3年,智联卫士科技,电子商务,"['带薪年假', '零食下午茶', '员工旅游', '全勤奖', '五险一金', '股票期权', '定期体检', '餐补', '通讯补贴', '年终奖']"
iot产品经理,12-18K,"['硬件', 'iot']",深圳,大专,3-5年,小义智能科技,家具/家居,"['员工旅游', '年终奖', '带薪年假', '交通补助']"
MES数采顾问（IOT）,10-15K・13薪,"['数据采集', '设备集成']",重庆,本科,3-5年,重庆云领智数,计算机软件,['五险一金']
物联网研发工程师 python,5-10K,"['机器学习工程经验', 'Shell', '服务端开发经验', '全栈开发经验', '后端', 'Python', 'Flask']",济南,本科,1-3年,极智科技,计算机软件,"['加班补助', '住房补贴', '餐补', '全勤奖', '节日福利', '五险一金', '年终奖']"
JAVA物联网,6-8K,"['后端工程师', 'Java', 'Spring', '物联网']",重庆,本科,1-3年,重庆中冉信息分公司,计算机软件,"['交通补助', '餐补', '定期体检', '带薪年假', '通讯补贴', '节日福利', '五险一金']"
IOT产品经理,12-24K・13薪,"['C端产品', '电商产品', '智能家居', 'IOT产品', '软件产品经理']",佛山,本科,3-5年,花至,电子商务,"['绩效奖金', '团建聚餐', '节日福利', '资格认证补贴', '定期体检', '带薪年假', '节假日加班费', '餐补', '生日福利', '零食下午茶', '住房补贴', '年终奖', '五险一金', '交通补助', '学历补贴']"
Java（物联网平台智能硬件对接）,40-60K・14薪,"['后端工程师', 'Java']",青岛,本科,3-5年,筑家数字,互联网,"['股票期权', '工龄奖', '夜班补助', '包吃', '全勤奖', '加班补助', '法定节假日三薪', '带薪年假', '意外险', '底薪加提成', '企业年金', '补充医疗保险', '节假日加班费', '五险一金', '年终奖', '绩效奖金', '定期体检', '交通补助', '员工旅游', '保底工资']"
IoT样本分析工程师,11-16K・13薪,"['Python', 'Golang', 'C/C++', 'Linux', 'Ghidra', 'GDB']",武汉,本科,1-3年,敦和安全,信息安全,"['股票期权', '生日福利', '全勤奖', '零食下午茶', '补充医疗保险', '定期体检', '团建聚餐', '绩效奖金', '节日福利', '五险一金', '意外险', '带薪年假', '年终奖', '员工旅游', '工龄奖']"
物联网平台开发工程师,1500-2000元/月,"['Java', 'Spring', 'Java开发经验', '分布式系统开发经验', '中大型项目架构设计经验']",青岛,本科,3-5年,嘉讯通,电子/半导体/集成电路,"['团建聚餐', '加班补助', '年终奖', '五险一金']"
物联网后端开发工程师,6-10K,"['不接受居家办公', 'Java', 'C++', 'Python', 'Spring', 'SpringCloud', 'MyBatis', 'MySQL', 'MongoDB', 'SQL Server', '团队管理经验', '架构设计经验', '物联网经验', '有责任心；全栈经验为加分项']",太原,本科,3-5年,山西睿芯,计算机软件,"['零食下午茶', '生日福利', '年终奖', '股票期权', '加班补助', '全勤奖', '团建聚餐', '节假日加班费', '绩效奖金', '五险一金', '带薪年假', '员工旅游', '节日福利']"
高级iot物联网开发,16-17K,"['后端工程师', 'Java', 'Spring', 'C/C++']",南京,本科,3-5年,万德奥星,计算机服务,[]
物联网（IoT）前端开发工程师,15-30K,"['HTML', 'CSS', 'CSS3', '全栈开发', '前端开发', 'JQuery', 'React', 'Angular']",武汉,本科,经验不限,华为云计算,计算机服务,"['意外险', '法定节假日三薪', '团建聚餐', '年终奖', '补充医疗保险', '夜班补助', '带薪年假', '保底工资', '节假日加班费', '定期体检', '零食下午茶', '免费班车', '加班补助', '绩效奖金', '交通补助', '员工旅游', '五险一金']"
物联网开发工程师,8-13K,"['搜索引擎技术', 'Socket技术', '网络协议', '网络编程', 'Linux', 'SpringBoot', 'Netty', 'Redis']",金华,本科,1-3年,先创股份,机械设备/机电/重工,[]
高级Java开发工程师（IOT）(J13047),20-35K・15薪,"['Java', 'Spring', 'SpringCloud', 'MySQL', '不接受居家办公', '分布式经验', '物联网经验', '微服务经验']",深圳,本科,3-5年,云鲸智能,智能硬件,"['股票期权', '团建聚餐', '员工旅游', '零食下午茶', '年终奖', '生日福利', '节日福利', '带薪年假', '定期体检', '五险一金']"
物联网开发工程师,6-11K,"['Java开发经验', 'MQTT', 'Java', '分布式系统开发经验', 'MySQL', 'Redis', '物联网', '后端工程师', '后端开发', '计算机/软件工程相关经验', 'IOT']",南昌,大专,1-3年,恒信云,计算机软件,"['五险一金', '全勤奖', '员工旅游', '餐补']"
物联网开发工程师,12-18K,"['Android客户端产品研发', '架构设计/优化', '研发流程优化', 'Java', '架构设计能力', '数据结构/算法能力', '计算机/软件工程相关专业', '通信相关专业', 'Android开发经验']",西安,本科,3-5年,大唐科技,仪器仪表,"['加班补助', '团建聚餐', '节日福利', '五险一金', '免费班车', '定期体检', '工龄奖', '带薪年假', '年终奖', '补充医疗保险', '餐补', '全勤奖']"
IoT研发工程师,15-30K,"['Java', 'Spring', 'MySQL', '不接受居家办公', '架构设计经验', '分布式经验']",北京,大专,3-5年,电建北勘院河南分公司,互联网,"['带薪年假', '员工旅游', '节日福利', '五险一金', '年终奖', '餐补']"
物联网研发工程师,15-25K,"['Android', 'iOS', 'Node.js']",昆明,本科,3-5年,骑宜骑科技,互联网,"['夜班补助', '年终奖', '五险一金', '全勤奖', '绩效奖金', '底薪加提成', '保底工资', '有无线网', '节假日加班费', '零食下午茶', '餐补', '团建聚餐', '法定节假日三薪', '意外险', '节日福利', '员工旅游', '加班补助', '生日福利', '带薪年假']"
IOT物联网工程师,10-11K,"['商业产品', '用户产品', '物联网、电子、硬件']",深圳,本科,3-5年,深圳熙捷,电子/硬件开发,"['五险一金', '加班补助', '带薪年假', '节日福利']"
IOT 安全工程师,14-28K,['安全体系架构和研发'],杭州,本科,经验不限,极氪智能科技,汽车研发/制造,"['生日福利', '通讯补贴', '年终奖', '高温补贴', '节日福利', '住房补贴', '带薪年假', '工龄奖', '股票期权', '定期体检', '补充医疗保险', '五险一金', '交通补助', '餐补']"
物联网开发工程师,5-10K,"['Java', 'C/C++', 'MySQL', '计算机/软件工程相关经验', 'Java开发经验', '大数据处理经验']",乌鲁木齐,本科,3-5年,博文,工程施工,[]
IoT数据采集工程师/通讯工程师,10-15K・13薪,"['通信协议', 'BacNET', '自动化']",广州,大专,1-3年,AIC 造极智控,智能硬件,"['带薪年假', '定期体检', '员工旅游', '股票期权', '五险一金', '年终奖', '餐补']"
软件测试总监（IOT）,60-90K,"['IOT', '软件测试']",深圳,本科,经验不限,某500强上市公司,电子商务,"['员工旅游', '补充医疗保险', '零食下午茶', '带薪年假', '企业滴滴打车', '节日福利', '定期体检', '五险一金', '包吃', '年终奖']"
IOT技术支持工程师,10-13K・13薪,"['售前技术支持经验', 'web', '前后端联调', '接口工具']",深圳,本科,3-5年,睿达科技,仪器仪表/工业自动化,"['带薪年假', '定期培训', '差旅补助', '年度调薪', '月度部门奖励', '全年十三薪', '年终奖', '月度个人奖励', '全勤奖', '节日生日福利', '五险一金', '定期团建', '十四天春节假']"
物联网前端开发工程师,6-9K,"['移动端', '小程序', '前端开发']",广州,本科,1-3年,广州广嵌物联网科技,物联网,"['带薪年假', '绩效奖金', '股票期权', '零食下午茶', '团建聚餐', '底薪加提成', '保底工资', '生日福利', '定期体检', '员工旅游', '加班补助', '通讯补贴', '节日福利', '法定节假日三薪', '免费工装', '节假日加班费', '五险一金']"
IOT渗透测试,8-13K,"['C++', '漏洞挖掘', '汇编语言', '攻防对抗经验', '计算机相关专业', 'Python']",苏州,本科,1-3年,信睿网络,信息安全,"['零食下午茶', '绩效奖金', '员工旅游', '定期体检', '节日福利', '带薪年假']"
iot/物联网/嵌入式 工程师,10-15K,['嵌入式技术'],北京,大专,1-3年,Kinghoo,进出口贸易,[]
IOT后端开发工程师,10-15K,"['Java', 'Netty', 'MySQL', '物联网经验', 'TCP\\UDP协议', 'MQTT,', 'SDK']",厦门,本科,3-5年,钰辰,电子/半导体/集成电路,"['五险一金', '带薪年假', '员工旅游', '交通补助', '节日福利', '零食下午茶']"
物联网工程师,6-10K・13薪,"['流媒体技术', '网络协议', '服务器配置']",厦门,大专,3-5年,洋葱头,计算机软件,"['通讯补贴', '年终奖', '员工旅游', '带薪年假', '股票期权', '五险一金', '零食下午茶', '补充医疗保险', '全勤奖', '定期体检', '餐补', '住房补贴', '加班补助', '节日福利', '交通补助']"
物联网IOT开发工程师,20-25K・13薪,['C++'],北京,本科,3-5年,速感科技,智能硬件,"['节日福利', '零食下午茶', '五险一金', '定期体检', '包吃', '加班补助', '年终奖', '带薪年假', '员工旅游']"
物联网开发工程师,12-18K・13薪,"['网络协议', 'Socket技术', 'Android', 'Framework', '后端开发', '数据结构', '服务器配置']",武汉,大专,经验不限,华和物联,仪器仪表,"['生日福利', '年终奖', '带薪年假', '节日福利', '全勤奖', '加班补助', '五险一金', '餐补', '员工旅游', '绩效奖金', '定期体检', '团建聚餐', '工龄奖']"
物联网开发工程师,10-15K・14薪,"['Netty', 'SpringBoot']",苏州,本科,经验不限,固德威,新能源,"['带薪年假', '五险一金', '节日福利', '年终奖', '餐补', '免费班车', '补充医疗保险', '定期体检', '股票期权']"
物联网网络和网页软件工程师,6-7K,"['HTML5', 'JavaScript', 'CSS', '计算机/软件工程相关专业', '前端开发经验', '不接受居家办公']",深圳,本科,经验不限,科达,电子/半导体/集成电路,"['加班补助', '底薪加提成', '带薪年假', '免费工装', '团建聚餐', '节日福利', '员工旅游', '定期体检', '五险一金', '餐补', '生日福利']"
物联网工程师,8-13K,"['Java', 'Spring', 'SpringCloud', 'Netty', 'MySQL', '不接受居家办公', '物联网经验', '大数据经验']",无锡,本科,3-5年,中科软,计算机软件,"['带薪年假', '年终奖', '加班补助', '员工旅游', '定期体检', '节日福利', '团队氛围好', '零食下午茶', '餐补', '五险一金']"
实施顾问-IOT-黄岛,11-18K,"['IOT', 'EAM']",青岛,大专,3-5年,青岛软创网络科技...,计算机软件,"['带薪年假', '生日福利', '节日福利', '五险一金', '年终奖', '定期团建']"
物联网开发工程师JAVA,12-17K,"['Java', 'Java开发经验', '分布式系统开发经验', '大数据处理经验', '物联网']",日照,本科,3-5年,山东信达,信息安全,"['五险一金', '员工旅游', '年终奖', '股票期权', '生日福利', '团建聚餐']"
国际物联网平台开发,15-30K,"['Java', '不接受居家办公', '物联网经验']",上海,本科,3-5年,齐目萍技团,大数据,"['带薪年假', '员工旅游', '节日福利', '零食下午茶', '定期体检', '五险一金', '补充医疗保险']"
工业物联网工程师,8-13K,"['后端工程师', 'Java', 'C/C++', '计算机/软件工程相关经验', 'Java开发经验']",合肥,本科,3-5年,安徽佳通乘用子午...,汽车零部件,"['免费工装', '节日福利', '年终奖', '包住', '定期体检', '免费班车', '加班补助', '员工旅游', '五险一金', '包吃']"
中高级java工程师（电力物联网）,20-30K・13薪,"['Java', 'Spring', 'MyBatis', 'Oracle', 'MySQL', '架构设计经验', '电力物联网']",青岛,本科,5-10年,某新能源公司,新能源,[]
IoT物联网软件工程师,11-20K・16薪,"['软件工程师', '物联网', '设备自动化']",深圳,本科,1-3年,凯睿德,计算机软件,"['五险一金', '补充医疗保险', '节日福利', '年终奖', '定期体检', '通讯补贴', '带薪年假']"
物联网/全栈开发工程师,12-15K,"['Python', '全栈开发', '后端开发', 'Vue', 'C++']",北京,本科,经验不限,谙布尔,智能硬件,"['生日福利', '定期体检', '加班补助', '五险一金', '年终奖', '餐补', '股票期权', '零食下午茶', '有无线网', '免费班车', '带薪年假', '团建聚餐', '保底工资', '绩效奖金']"
IOT应用工程师,9-14K,"['通信协议/软件开发', 'C语言', 'C++', 'Oracle', '嵌入式开发', '上位机']",合肥,大专,3-5年,合肥经纬电子,原材料及加工/模具,"['年终奖', '加班补助', '节日福利', '包吃', '五险一金', '住房补贴', '全勤奖', '定期体检', '包住宿', '带薪年假']"
物联网平台开发工程师,10-15K,"['SQL', '分布式技术', 'MySQL', '流媒体技术', '文件管理系统', '高级软件工程师', '全栈开发', 'Linux']",重庆,本科,1-3年,重庆恣游科技,游戏,['五险一金']
iot物联网产品经理,30-50K・18薪,"['B端产品', '物联网', 'iot']",深圳,本科,5-10年,某知名互联网上市公司,互联网,"['生日福利', '团建聚餐', '补充医疗保险', '员工旅游', '全勤奖', '底薪加提成', '五险一金', '加班补助', '保底工资', '带薪年假', '绩效奖金']"
物联网开发工程师,11-17K,"['后端工程师', '架构师', 'Java', 'Spring', 'MyBatis', 'Java开发经验', '分布式系统开发经验', '计算机/软件工程相关经验', '无留学背景偏好']",南阳,本科,3-5年,牧原食品股份有限公司,农/林/牧/渔,"['带薪年假', '生日福利', '定期团建', '补充医疗保险', '五险一金', '团建聚餐', '员工旅游', '绩效奖金', '全勤奖', '定期体检', '节日福利', '通讯补贴', '股票期权', '餐补', '交通补助', '年终奖', '五险一金', '包住', '工龄奖', '宿舍有空调']"
测试工程师（iot方向）,12-20K・13薪,"['功能测试', '性能测试', '自动化测试', 'LoadRunner', 'JMeter', 'Jira', '掌握软件测试理论和流程', '测试工作经验', 'iOS/Android测试经验']",深圳,本科,3-5年,丰e足食,互联网,"['定期体检', '节日福利', '团建聚餐', '五险一金', '零食下午茶', '绩效奖金', '生日福利', '年终奖', '带薪年假']"
JAVA开发工程师（物联网）,7-12K,"['后端工程师', 'Java', 'Redis', 'JavaScript', 'Java开发经验', '计算机/软件工程相关经验']",东莞,本科,1-3年,广东能博文大数据服务,计算机软件,"['通讯补贴', '带薪年假', '五险一金']"
iot产品经理,7-12K,"['C端产品', '物联网']",深圳,本科,1-3年,中瑞云,计算机软件,[]
iot开发工程师,20-30K,"['Java', 'iot']",苏州,本科,5-10年,新华三技术有限公司,计算机软件,"['补充医疗保险', '员工旅游', '定期体检', '餐补', '五险一金', '免费班车', '交通补助', '通讯补贴', '带薪年假', '年终奖', '零食下午茶', '节日福利', '加班补助']"
C#高级开发工程师（IOT方向）,15-30K,"['C#', 'C#开发经验', 'IOT', '物联网', '微软Azure云服务']",杭州,大专,5-10年,正皓科技,计算机软件,"['年终奖', '带薪年假', '股票期权', '五险一金', '包吃', '节日福利', '零食下午茶']"
